activeKilocalories,activityType,averageHeartRateInBeatsPerMinute,averagePaceInMinutesPerKilometer,averageRunCadenceInStepsPerMinute,averageSpeedInMetersPerSecond,date,deviceName,distanceInMeters,durationInSeconds,maxHeartRateInBeatsPerMinute,maxPaceInMinutesPerKilometer,maxRunCadenceInStepsPerMinute,maxSpeedInMetersPerSecond,id,startTimeInSeconds,startTimeOffsetInSeconds,steps,summaryId
38.0,WALKING,142.0,1041.6666,94.0,0.016,503.0,vivosmart4APAC,18.22,978.0,90.0,6.2282014000000006,150.0,2.676,1092_mrw_activities_8,1588486612.0,28800.0,1242.0,4872709010.0
78.0,WALKING,103.0,16.056520000000003,110.0,1.038,503.0,vivosmart4APAC,1022.75,1608.0,113.0,8.242664,138.0,2.022,1092_mrw_activities_8,1588487870.0,28800.0,1080.0,4872709413.0
66.0,WALKING,65.0,14.220704000000001,110.0,1.172,510.0,vivosmart4APAC,953.8,1283.0,119.0,7.802747,132.0,2.136,1092_mrw_activities_8,1589075179.0,28800.0,1030.0,4909004134.0
120.0,WALKING,99.0,15.873016,108.0,1.05,510.0,vivosmart4APAC,834.87,1476.0,168.0,8.730574,118.0,1.909,1092_mrw_activities_8,1589076544.0,28800.0,1070.0,4909044856.0
67.0,RUNNING,105.0,15.179112,110.0,1.0979999999999999,516.0,vivosmart4APAC,877.17,101.0,122.0,6.855889299999999,160.0,2.431,1092_mrw_activities_8,1589179221.0,28800.0,1178.0,4942715122.0
72.0,WALKING,136.0,34.293552000000005,110.0,0.486,516.0,vivosmart4APAC,471.36,1157.0,121.0,7.6417546000000005,158.0,2.181,1092_mrw_activities_8,1589341713.0,28800.0,1138.0,4942715323.0
79.0,WALKING,106.0,21.588947,104.0,0.772,516.0,vivosmart4APAC,732.15,985.0,114.0,7.531255000000001,224.0,2.213,1092_mrw_activities_8,1589602098.0,28800.0,940.0,4942715480.0
96.0,WALKING,83.0,18.076645000000003,98.0,0.922,516.0,vivosmart4APAC,749.94,813.0,153.0,8.230453,148.0,2.025,1092_mrw_activities_8,1589604619.0,28800.0,764.0,4942715692.0
103.0,WALKING,96.0,25.025024,98.0,0.6659999999999999,516.0,vivosmart4APAC,559.13,795.0,140.0,3.7852978999999998,196.0,4.4030000000000005,1092_mrw_activities_8,1589620823.0,28800.0,1776.0,4942715842.0
140.0,WALKING,117.0,18.539118,100.0,0.899,516.0,vivosmart4APAC,1306.78,799.0,127.0,9.172628,128.0,1.817,1092_mrw_activities_8,1589624758.0,28800.0,1118.0,4942715988.0
67.0,WALKING,117.0,17.88269,100.0,0.932,523.0,vivosmart4APAC,801.83,970.0,116.0,4.571219999999999,158.0,3.6460000000000004,1092_mrw_activities_8,1590060928.0,28800.0,1152.0,4978833638.0
93.0,WALKING,105.0,13.495276,118.0,1.235,524.0,vivosmart4APAC,879.47,948.0,161.0,4.3641442999999995,198.0,3.819,1092_mrw_activities_8,1590284317.0,28800.0,1344.0,4979488494.0
68.0,WALKING,102.0,18.621973,98.0,0.895,524.0,vivosmart4APAC,929.37,813.0,102.0,7.404116999999999,160.0,2.251,1092_mrw_activities_8,1590289062.0,28800.0,1220.0,4979488625.0
62.0,WALKING,130.0,12.909889,100.0,1.291,524.0,vivosmart4APAC,922.74,839.0,118.0,4.2713137,216.0,3.9019999999999997,1092_mrw_activities_8,1590291549.0,28800.0,1494.0,4979488693.0
79.0,WALKING,91.0,14.505366,102.0,1.149,524.0,vivosmart4APAC,1236.61,1454.0,112.0,9.879471,110.0,1.6869999999999998,1092_mrw_activities_8,1590296194.0,28800.0,912.0,4979805708.0
47.0,WALKING,99.0,17.636684,100.0,0.945,524.0,vivosmart4APAC,701.16,860.0,103.0,5.663155000000001,212.0,2.943,1092_mrw_activities_8,1590302508.0,28800.0,996.0,4979805909.0
78.0,WALKING,99.0,15.489467999999999,126.0,1.0759999999999998,531.0,vivosmart4APAC,727.53,712.0,127.0,6.8842077,126.0,2.421,1092_mrw_activities_8,1590812288.0,28800.0,1740.0,5015167888.0
81.0,WALKING,91.0,30.750307,112.0,0.542,531.0,vivosmart4APAC,568.31,1037.0,117.0,7.555152400000001,232.0,2.206,1092_mrw_activities_8,1590830732.0,28800.0,1212.0,5015168021.0
62.0,WALKING,109.0,44.68275,106.0,0.373,531.0,vivosmart4APAC,343.42,714.0,114.0,10.568589999999999,122.0,1.577,1092_mrw_activities_8,1590879665.0,28800.0,1518.0,5015168142.0
79.0,WALKING,96.0,62.893080000000005,108.0,0.265,531.0,vivosmart4APAC,277.02,1076.0,117.0,7.541477700000001,128.0,2.21,1092_mrw_activities_8,1590887140.0,28800.0,1216.0,5015239089.0
66.0,WALKING,96.0,65.104164,116.0,0.256,531.0,vivosmart4APAC,215.42,742.0,116.0,7.9289565,158.0,2.102,1092_mrw_activities_8,1590914923.0,28800.0,988.0,5016403335.0
77.0,WALKING,99.0,146.19884,110.0,0.114,425.0,vivosmart4APAC,110.23,676.0,112.0,13.144059,140.0,1.268,1092_mrw_activities_9,1587012950.0,28800.0,536.0,4836024319.0
59.0,WALKING,99.0,219.29825,96.0,0.076,511.0,vivosmart4APAC,56.08,1049.0,109.0,9.347542,162.0,1.7830000000000001,1092_mrw_activities_9,1589109249.0,28800.0,1368.0,4916600662.0
73.0,WALKING,99.0,39.77725,106.0,0.419,511.0,vivosmart4APAC,388.91,920.0,114.0,9.6955595,140.0,1.719,1092_mrw_activities_9,1589110325.0,28800.0,1044.0,4916601316.0
57.0,WALKING,98.0,21.987686,112.0,0.758,511.0,vivosmart4APAC,551.14,1047.0,118.0,7.092199000000001,170.0,2.35,1092_mrw_activities_9,1589155665.0,28800.0,1784.0,4916601775.0
104.0,WALKING,102.0,14.543339000000001,122.0,1.146,513.0,vivosmart4APAC,1311.28,841.0,119.0,7.005745,180.0,2.379,1092_mrw_activities_9,1589329148.0,28800.0,184.0,4925155444.0
10.0,WALKING,99.0,12.88992,154.0,1.2930000000000001,513.0,vivosmart4APAC,129.75,967.0,114.0,7.8802204,158.0,2.115,1092_mrw_activities_9,1589366284.0,28800.0,1304.0,4925155781.0
91.0,WALKING,106.0,46.425259999999994,112.0,0.359,513.0,vivosmart4APAC,455.85,735.0,113.0,7.648769000000001,128.0,2.1790000000000003,1092_mrw_activities_9,1589370647.0,28800.0,2900.0,4925156075.0
171.0,WALKING,105.0,11.761938,120.0,1.4169999999999998,514.0,vivosmart4APAC,2450.56,928.0,122.0,14.184398000000002,120.0,1.175,1092_mrw_activities_9,1589414869.0,28800.0,462.0,4930832976.0
44.0,WALKING,114.0,13.206551000000001,110.0,1.262,,vivosmart4APAC,772.26,611.0,124.0,10.436235,122.0,1.597,1101_mr_activities_1,1636536673.0,28800.0,1036.0,7796417034.0
49.0,WALKING,107.0,19.63094,112.0,0.8490000000000001,,vivosmart4APAC,603.43,710.0,116.0,8.799717999999999,148.0,1.8940000000000001,1101_mr_activities_1,1636539027.0,28800.0,926.0,7796417227.0
39.0,WALKING,103.0,15.918497,108.0,1.047,,vivosmart4APAC,645.98,617.0,134.0,5.2312199999999995,218.0,3.1860000000000004,1101_mr_activities_1,1637207103.0,28800.0,1042.0,7895258969.0
58.0,WALKING,107.0,17.024174,110.0,0.9790000000000001,,vivosmart4APAC,834.09,852.0,137.0,4.876146,234.0,3.418,1101_mr_activities_1,1637207757.0,28800.0,1208.0,7895259246.0
82.0,WALKING,123.0,13.354701,110.0,1.248,,vivosmart4APAC,782.16,626.0,133.0,10.250103,124.0,1.626,1101_mr_activities_10,1635234601.0,28800.0,1074.0,7729984782.0
60.0,WALKING,97.0,17.111568,110.0,0.9740000000000001,,vivosmart4APAC,700.91,719.0,111.0,9.529255000000001,124.0,1.749,1101_mr_activities_10,1637115157.0,28800.0,992.0,7854463246.0
80.0,WALKING,115.0,17.787264,112.0,0.937,,vivosmart4APAC,698.63,745.0,131.0,9.018759,128.0,1.848,1101_mr_activities_10,1637286161.0,28800.0,986.0,7854463462.0
3.0,RUNNING,,23.277468,112.0,0.716,,vivosmart4APAC,82.49,115.0,,11.178180000000001,118.0,1.4909999999999999,1101_mr_activities_11,1636104424.0,28800.0,144.0,7774409124.0
89.0,WALKING,123.0,17.959770000000002,112.0,0.9279999999999999,,vivosmart4APAC,765.0,824.0,140.0,10.528533,124.0,1.5830000000000002,1101_mr_activities_14,1635415709.0,28800.0,1112.0,7729597285.0
93.0,WALKING,131.0,24.260069,104.0,0.687,,vivosmart4APAC,472.9,687.0,142.0,10.871929,120.0,1.5330000000000001,1101_mr_activities_14,1636165080.0,28800.0,876.0,7795189459.0
69.0,WALKING,119.0,17.99856,108.0,0.9259999999999999,,vivosmart4APAC,623.73,673.0,134.0,11.361053,114.0,1.4669999999999999,1101_mr_activities_14,1636253000.0,28800.0,918.0,7795189573.0
72.0,WALKING,111.0,17.199863,104.0,0.9690000000000001,,vivosmart4APAC,918.79,948.0,130.0,9.534706,138.0,1.7480000000000002,1101_mr_activities_14,1636550468.0,28800.0,1348.0,7800522937.0
2.0,INDOOR_CARDIO,124.0,,,,,vivosmart4APAC,,24.0,126.0,,,,1101_mr_activities_14,1637342845.0,28800.0,,7846876851.0
98.0,WALKING,137.0,17.024174,110.0,0.9790000000000001,,vivosmart4APAC,639.32,652.0,149.0,11.088933,118.0,1.5030000000000001,1101_mr_activities_14,1637387766.0,28800.0,918.0,7846877219.0
100.0,WALKING,123.0,77.51938,106.0,0.215,,vivosmart4APAC,176.32,820.0,156.0,8.296000999999999,158.0,2.009,1101_mr_activities_14,1637812039.0,28800.0,650.0,7870453043.0
101.0,WALKING,133.0,18.416206,106.0,0.905,,vivosmart4APAC,640.12,707.0,147.0,11.148272,118.0,1.495,1101_mr_activities_14,1637821499.0,28800.0,916.0,7870453298.0
67.0,WALKING,117.0,14.961101999999999,106.0,1.114,,vivosmart4APAC,796.91,715.0,141.0,7.143878,180.0,2.333,1101_mr_activities_14,1637931855.0,28800.0,1072.0,7876099263.0
122.0,WALKING,124.0,20.226538,104.0,0.8240000000000001,,vivosmart4APAC,910.8,1105.0,148.0,11.384335499999999,116.0,1.464,1101_mr_activities_14,1637982344.0,28800.0,1458.0,7878644558.0
127.0,WALKING,137.0,17.488632,104.0,0.953,,vivosmart4APAC,824.94,866.0,164.0,11.663167,112.0,1.429,1101_mr_activities_14,1638323871.0,28800.0,1188.0,7897391100.0
79.0,WALKING,120.0,15.001501000000001,116.0,1.111,,vivosmart4APAC,878.06,790.0,139.0,8.118201,162.0,2.053,1101_mr_activities_14,1638372133.0,28800.0,1240.0,7901951936.0
82.0,WALKING,109.0,14.894252,134.0,1.119,,vivosmart4APAC,1345.02,1202.0,130.0,4.037468,250.0,4.128,1101_mr_activities_2,1635419377.0,28800.0,1754.0,7733053764.0
59.0,WALKING,117.0,14.100394,118.0,1.182,,vivosmart4APAC,989.1,836.0,128.0,10.218679,128.0,1.631,1101_mr_activities_2,1635934806.0,28800.0,1398.0,7784933488.0
,WALKING,,,,,,vivosmart4APAC,,1024.0,,,,,1101_mr_activities_3,1634046137.0,28800.0,10.0,7648426789.0
66.0,WALKING,105.0,21.8436,104.0,0.763,,vivosmart4APAC,535.77,702.0,119.0,10.442774,116.0,1.5959999999999999,1101_mr_activities_3,1634295139.0,28800.0,872.0,7664124910.0
101.0,WALKING,117.0,11.284134,122.0,1.4769999999999999,,vivosmart4APAC,1209.66,819.0,127.0,3.2931568999999996,236.0,5.061,1101_mr_activities_3,1635252422.0,28800.0,1500.0,7719147872.0
104.0,WALKING,106.0,16.954898999999997,106.0,0.983,,vivosmart4APAC,1105.32,1124.0,120.0,7.676953999999999,158.0,2.171,1101_mr_activities_3,1635514998.0,28800.0,1452.0,7734888127.0
73.0,WALKING,103.0,27.50275,94.0,0.606,,vivosmart4APAC,478.32,789.0,121.0,10.144045,120.0,1.643,1101_mr_activities_3,1635574675.0,28800.0,904.0,7739241585.0
92.0,WALKING,111.0,21.070375,98.0,0.7909999999999999,,vivosmart4APAC,676.69,855.0,131.0,7.9101405,154.0,2.1069999999999998,1101_mr_activities_3,1635660743.0,28800.0,1132.0,7743941080.0
156.0,WALKING,105.0,24.473812,100.0,0.6809999999999999,,vivosmart4APAC,1248.57,1833.0,121.0,8.804367,118.0,1.893,1101_mr_activities_3,1635666649.0,28800.0,2012.0,7743941973.0
77.0,WALKING,106.0,22.075056,100.0,0.755,,vivosmart4APAC,611.63,809.0,125.0,6.150061599999999,186.0,2.71,1101_mr_activities_3,1636267445.0,28800.0,934.0,7781426901.0
82.0,WALKING,102.0,22.401434,100.0,0.7440000000000001,,vivosmart4APAC,709.46,953.0,118.0,7.5075073,158.0,2.22,1101_mr_activities_3,1636351745.0,28800.0,1080.0,7785516289.0
80.0,WALKING,110.0,53.763443,102.0,0.31,,vivosmart4APAC,225.95,727.0,123.0,6.693440400000001,184.0,2.49,1101_mr_activities_3,1636456784.0,28800.0,688.0,7791346943.0
110.0,WALKING,109.0,19.135094,102.0,0.871,,vivosmart4APAC,1024.99,1176.0,124.0,9.891197,116.0,1.685,1101_mr_activities_3,1636459765.0,28800.0,1600.0,7791719380.0
72.0,WALKING,98.0,22.552998000000002,112.0,0.7390000000000001,,vivosmart4APAC,603.1,816.0,115.0,8.455945,128.0,1.9709999999999999,1101_mr_activities_3,1637645218.0,28800.0,1006.0,7860993375.0
87.0,WALKING,107.0,20.859407,108.0,0.799,,vivosmart4APAC,732.9,917.0,124.0,9.44287,122.0,1.765,1101_mr_activities_3,1637917618.0,28800.0,1068.0,7875628968.0
99.0,WALKING,118.0,15.276504500000001,102.0,1.091,,vivosmart4APAC,992.36,909.0,146.0,7.6804914,200.0,2.17,1101_mr_activities_4,1634260768.0,28800.0,1386.0,7672524739.0
88.0,WALKING,106.0,16.18123,104.0,1.03,,vivosmart4APAC,1110.19,1077.0,122.0,4.1593876000000005,222.0,4.007,1101_mr_activities_4,1634519768.0,28800.0,1452.0,7676284299.0
78.0,WALKING,117.0,10.914647,118.0,1.527,,vivosmart4APAC,1144.18,749.0,131.0,3.4279447,232.0,4.862,1101_mr_activities_4,1635381757.0,28800.0,1238.0,7737517564.0
69.0,WALKING,105.0,13.970382999999998,114.0,1.193,,vivosmart4APAC,934.03,782.0,125.0,3.8270185,228.0,4.355,1101_mr_activities_4,1635411877.0,28800.0,1000.0,7737517641.0
95.0,WALKING,119.0,11.947432000000001,122.0,1.395,,vivosmart4APAC,1156.33,828.0,153.0,3.7647767,228.0,4.427,1101_mr_activities_4,1635470173.0,28800.0,1134.0,7737517736.0
92.0,WALKING,114.0,16.7336,102.0,0.996,,vivosmart4APAC,962.17,966.0,129.0,7.589556,156.0,2.1959999999999997,1101_mr_activities_4,1635904060.0,28800.0,1162.0,7764758347.0
44.0,WALKING,98.0,14.671361,100.0,1.136,,vivosmart4APAC,691.99,609.0,108.0,3.7656273999999996,232.0,4.426,1101_mr_activities_4,1635999010.0,28800.0,922.0,7764758523.0
65.0,WALKING,104.0,14.148273000000001,100.0,1.178,,vivosmart4APAC,958.47,813.0,117.0,7.517666999999999,156.0,2.217,1101_mr_activities_4,1636002388.0,28800.0,1220.0,7764758728.0
89.0,WALKING,111.0,11.73709,130.0,1.42,,vivosmart4APAC,1277.14,899.0,135.0,3.7310648,226.0,4.467,1101_mr_activities_4,1636074990.0,28800.0,1150.0,7786790984.0
139.0,WALKING,120.0,7.6698875,162.0,2.173,,vivosmart4APAC,2707.95,1246.0,136.0,3.4111062999999993,236.0,4.886,1101_mr_activities_4,1636092876.0,28800.0,2100.0,7786791381.0
83.0,WALKING,109.0,14.6455765,110.0,1.138,,vivosmart4APAC,1049.39,922.0,130.0,3.9234147000000004,234.0,4.248,1101_mr_activities_4,1636341144.0,28800.0,1242.0,7786791657.0
96.0,WALKING,114.0,11.081561,132.0,1.504,,vivosmart4APAC,1540.18,1024.0,129.0,3.3253524,236.0,5.012,1101_mr_activities_4,1636939158.0,28800.0,1376.0,7835252065.0
55.0,WALKING,102.0,16.81803,100.0,0.991,,vivosmart4APAC,690.79,697.0,114.0,7.8173857,158.0,2.1319999999999997,1101_mr_activities_4,1636960524.0,28800.0,924.0,7835252237.0
57.0,WALKING,103.0,20.703934,98.0,0.805,,vivosmart4APAC,567.55,704.0,117.0,7.795447,156.0,2.138,1101_mr_activities_4,1636962288.0,28800.0,804.0,7835252383.0
108.0,WALKING,122.0,14.920919,108.0,1.117,,vivosmart4APAC,1032.34,924.0,157.0,4.1656256,220.0,4.001,1101_mr_activities_4,1637111350.0,28800.0,1302.0,7835252587.0
94.0,WALKING,115.0,10.649627,134.0,1.565,,vivosmart4APAC,1455.68,930.0,131.0,3.5673516000000003,232.0,4.672,1101_mr_activities_4,1637195340.0,28800.0,1304.0,7855173603.0
80.0,WALKING,110.0,13.175229999999999,112.0,1.265,,vivosmart4APAC,1164.24,920.0,125.0,2.9582298,244.0,5.6339999999999995,1101_mr_activities_4,1637226072.0,28800.0,1336.0,7855173743.0
65.0,WALKING,105.0,46.425259999999994,98.0,0.359,,vivosmart4APAC,241.46,673.0,120.0,7.4172974,156.0,2.247,1101_mr_activities_4,1637546101.0,28800.0,610.0,7859764299.0
64.0,WALKING,118.0,11.887779,114.0,1.402,,vivosmart4APAC,901.29,643.0,128.0,3.8651826000000002,226.0,4.312,1101_mr_activities_4,1637552667.0,28800.0,1006.0,7859764433.0
87.0,WALKING,108.0,11.133378,114.0,1.4969999999999999,,vivosmart4APAC,1690.89,1129.0,121.0,2.9224386000000004,232.0,5.702999999999999,1101_mr_activities_4,1637734334.0,28800.0,1772.0,7874253008.0
63.0,WALKING,105.0,9.88533,130.0,1.686,,vivosmart4APAC,1368.74,812.0,120.0,3.3717718,228.0,4.9430000000000005,1101_mr_activities_4,1637889392.0,28800.0,1174.0,7883153602.0
92.0,WALKING,120.0,9.81547,152.0,1.6980000000000002,,vivosmart4APAC,1360.0,801.0,135.0,2.8006496,248.0,5.9510000000000005,1101_mr_activities_4,1638256022.0,28800.0,1102.0,7899417699.0
81.0,WALKING,110.0,12.655025,112.0,1.317,,vivosmart4APAC,1273.91,967.0,128.0,3.845562,220.0,4.334,1101_mr_activities_4,1638328994.0,28800.0,1492.0,7899417963.0
43.0,WALKING,108.0,20.990765,106.0,0.794,,vivosmart4APAC,573.88,722.0,125.0,11.001101,120.0,1.515,1101_mr_activities_5,1635579540.0,28800.0,916.0,7740802505.0
58.0,WALKING,106.0,17.863522,118.0,0.9329999999999999,,vivosmart4APAC,837.82,897.0,115.0,8.271298,158.0,2.015,1101_mr_activities_5,1636178942.0,28800.0,1236.0,7777003977.0
47.0,WALKING,102.0,19.70055,108.0,0.846,,vivosmart4APAC,674.38,796.0,117.0,10.475592,122.0,1.591,1101_mr_activities_5,1636368818.0,28800.0,1064.0,7786514773.0
53.0,WALKING,115.0,15.346839000000001,120.0,1.0859999999999999,,vivosmart4APAC,791.48,728.0,128.0,10.150224,130.0,1.642,1101_mr_activities_5,1637907332.0,28800.0,1118.0,7878748486.0
71.0,WALKING,107.0,14.632717000000001,122.0,1.139,,vivosmart4APAC,1033.14,907.0,122.0,8.99928,128.0,1.8519999999999999,1101_mr_activities_6,1635489649.0,28800.0,1382.0,7734408127.0
4.0,RUNNING,,16.165535000000002,116.0,1.031,,vivosmart4APAC,101.35,98.0,,8.658009,124.0,1.925,1101_mr_activities_6,1636118840.0,28800.0,100.0,7772021340.0
43.0,WALKING,94.0,11.837121,112.0,1.4080000000000001,,vivosmart4APAC,862.49,612.0,115.0,9.780908,132.0,1.704,1101_mr_activities_6,1636287362.0,28800.0,1138.0,7782350818.0
57.0,WALKING,108.0,17.325018,108.0,0.9620000000000001,,vivosmart4APAC,703.34,731.0,119.0,8.926977,138.0,1.867,1101_mr_activities_6,1637149246.0,28800.0,1088.0,7832945242.0
47.0,WALKING,67.0,5555.555,198.0,0.003,,vivosmart4APAC,5.26,2015.0,86.0,6.3083525,198.0,2.642,1101_mr_activities_6,1637291035.0,28800.0,4.0,7840639003.0
42.0,WALKING,66.0,617.28394,126.0,0.027000000000000003,,vivosmart4APAC,47.2,1725.0,87.0,9.112447999999999,134.0,1.829,1101_mr_activities_6,1637293129.0,28800.0,54.0,7840681165.0
52.0,WALKING,97.0,18.274855,102.0,0.912,,vivosmart4APAC,748.11,820.0,128.0,6.96767,148.0,2.392,1101_mr_activities_6,1637324530.0,28800.0,1156.0,7842114747.0
58.0,WALKING,113.0,13.627691,120.0,1.2229999999999999,,vivosmart4APAC,820.42,670.0,123.0,9.689922,128.0,1.72,1101_mr_activities_6,1637471817.0,28800.0,1074.0,7854004066.0
41.0,WALKING,78.0,18.747656,108.0,0.889,,vivosmart4APAC,628.52,707.0,97.0,8.477449,148.0,1.966,1101_mr_activities_6,1638105331.0,28800.0,926.0,7887907576.0
65.0,WALKING,83.0,18.875048,106.0,0.883,,vivosmart4APAC,825.66,934.0,95.0,10.168802000000001,120.0,1.639,1101_mr_activities_7,1633929441.0,28800.0,1330.0,7638101070.0
95.0,WALKING,92.0,16.10306,100.0,1.035,,vivosmart4APAC,1464.53,1414.0,103.0,10.27538,124.0,1.6219999999999999,1101_mr_activities_7,1634544147.0,28800.0,2116.0,7676214745.0
65.0,WALKING,107.0,16.010246,114.0,1.041,,vivosmart4APAC,735.77,706.0,120.0,9.502089999999999,130.0,1.754,1101_mr_activities_7,1635991726.0,28800.0,1156.0,7764254746.0
94.0,WALKING,113.0,15.842838,114.0,1.052,,vivosmart4APAC,972.03,924.0,123.0,9.469697,128.0,1.76,1101_mr_activities_7,1636541348.0,28800.0,1292.0,7796566443.0
63.0,WALKING,102.0,15.561781,110.0,1.071,,vivosmart4APAC,807.14,753.0,118.0,4.8211355000000005,220.0,3.457,1101_mr_activities_7,1637843544.0,28800.0,1136.0,7871491273.0
68.0,WALKING,102.0,21.673170000000002,106.0,0.769,,vivosmart4APAC,836.83,1087.0,114.0,10.808474,122.0,1.5419999999999998,1101_mr_activities_8,1634470078.0,28800.0,1500.0,7672256656.0
106.0,RUNNING,120.0,6.5410775999999995,164.0,2.548,,vivosmart4APAC,2313.02,907.0,183.0,4.9677095,176.0,3.355,1101_mr_activities_8,1635338495.0,28800.0,2452.0,7727475509.0
22.0,RUNNING,167.0,6.054002,168.0,2.753,,vivosmart4APAC,330.64,120.0,187.0,5.405989599999999,172.0,3.083,1101_mr_activities_8,1635339922.0,28800.0,334.0,7727475556.0
4.0,RUNNING,81.0,49.751244,216.0,0.335,,vivosmart4APAC,33.5,100.0,90.0,5.7136325999999995,230.0,2.917,1101_mr_activities_8,1636122066.0,28800.0,52.0,7774086867.0
8.0,RUNNING,107.0,42.625744,134.0,0.391,,vivosmart4APAC,37.61,96.0,117.0,9.358038,140.0,1.781,1101_mr_activities_8,1636149869.0,28800.0,206.0,7774086890.0
31.0,WALKING,96.0,21.786493,100.0,0.765,,vivosmart4APAC,470.41,615.0,106.0,12.456403,106.0,1.338,1101_mr_activities_8,1636293915.0,28800.0,974.0,7783257337.0
51.0,RUNNING,164.0,7.2590012999999995,166.0,2.296,,vivosmart4APAC,656.54,285.0,184.0,6.425083,172.0,2.594,1101_mr_activities_8,1636547726.0,28800.0,792.0,7797344614.0
32.0,RUNNING,179.0,7.1684589999999995,168.0,2.325,,vivosmart4APAC,371.53,159.0,187.0,6.214268,172.0,2.682,1101_mr_activities_8,1636548783.0,28800.0,440.0,7797344691.0
27.0,RUNNING,167.0,6.122949,170.0,2.722,,vivosmart4APAC,402.26,147.0,178.0,5.084401000000001,174.0,3.278,1101_mr_activities_8,1636549396.0,28800.0,416.0,7797344771.0
55.0,WALKING,101.0,31.565657,104.0,0.528,,vivosmart4APAC,459.24,870.0,109.0,9.844458,132.0,1.693,1101_mr_activities_8,1637330308.0,28800.0,1334.0,7843392609.0
55.0,WALKING,87.0,35.76538,106.0,0.466,,vivosmart4APAC,471.91,1013.0,102.0,9.6227865,136.0,1.732,1101_mr_activities_8,1638000084.0,28800.0,1184.0,7881602983.0
45.0,WALKING,106.0,18.789928,106.0,0.887,,vivosmart4APAC,543.14,612.0,121.0,10.294421,126.0,1.619,1101_mr_activities_8,1638002743.0,28800.0,980.0,7881603349.0
190.0,RUNNING,150.0,6.605892,164.0,2.523,,vivosmart4APAC,2852.84,1130.0,194.0,4.8534265,174.0,3.4339999999999997,1101_mr_activities_8,1638191952.0,28800.0,3056.0,7889806567.0
69.0,WALKING,103.0,21.729682999999998,104.0,0.767,,vivosmart4APAC,492.15,641.0,114.0,4.4575195,206.0,3.739,1101_mr_activities_9,1634354051.0,28800.0,938.0,7673182303.0
25.0,RUNNING,134.0,13.290804000000001,182.0,1.254,,vivosmart4APAC,150.37,119.0,174.0,6.548788500000001,188.0,2.545,1101_mr_activities_9,1635327427.0,28800.0,212.0,7737800134.0
136.0,WALKING,109.0,16.291952,106.0,1.023,,vivosmart4APAC,1291.69,1262.0,118.0,9.827044500000001,118.0,1.696,1101_mr_activities_9,1635423828.0,28800.0,1950.0,7737800551.0
77.0,WALKING,101.0,28.153153999999997,104.0,0.5920000000000001,,vivosmart4APAC,462.56,781.0,115.0,10.575295,118.0,1.5759999999999998,1101_mr_activities_9,1636166782.0,28800.0,904.0,7798945715.0
,,,,,,,,,,,,,,1101_mr_activities_9,,,,
53.0,WALKING,99.0,18.018017,102.0,0.925,,vivosmart4APAC,829.62,897.0,113.0,10.548523,124.0,1.58,1102_mr_activities_11,1646482739.0,28800.0,1158.0,8418539728.0
25.0,WALKING,98.0,19.584803,104.0,0.851,,vivosmart4APAC,353.47,416.0,112.0,11.870845,110.0,1.4040000000000001,1102_mr_activities_11,1646483848.0,28800.0,498.0,8418539902.0
36.0,WALKING,109.0,22.675736999999998,102.0,0.735,,vivosmart4APAC,332.73,453.0,116.0,8.653513,152.0,1.926,1102_mr_activities_11,1646485767.0,28800.0,556.0,8418540074.0
42.0,WALKING,113.0,17.488632,112.0,0.953,,vivosmart4APAC,467.22,490.0,129.0,10.281718,128.0,1.621,1102_mr_activities_11,1646664435.0,28800.0,672.0,8418540224.0
61.0,WALKING,126.0,17.921146,112.0,0.93,,vivosmart4APAC,481.07,518.0,145.0,10.690613,122.0,1.5590000000000002,1102_mr_activities_11,1646667766.0,28800.0,708.0,8418540382.0
51.0,WALKING,116.0,23.775558,114.0,0.701,,vivosmart4APAC,358.39,511.0,137.0,7.0711355,186.0,2.3569999999999998,1102_mr_activities_11,1646723988.0,28800.0,650.0,8418823309.0
121.0,WALKING,128.0,20.032051,110.0,0.8320000000000001,,vivosmart4APAC,794.69,955.0,145.0,10.144045,130.0,1.643,1102_mr_activities_11,1646749866.0,28800.0,1202.0,8430082994.0
49.0,WALKING,125.0,22.552998000000002,108.0,0.7390000000000001,,vivosmart4APAC,292.11,395.0,135.0,10.822511,122.0,1.54,1102_mr_activities_11,1646752466.0,28800.0,470.0,8430083124.0
46.0,WALKING,125.0,20.275751,114.0,0.8220000000000001,,vivosmart4APAC,314.34,382.0,137.0,10.815488,122.0,1.541,1102_mr_activities_11,1646878361.0,28800.0,486.0,8430100006.0
69.0,WALKING,123.0,24.875622,106.0,0.67,,vivosmart4APAC,395.01,590.0,149.0,9.684292,136.0,1.7209999999999999,1102_mr_activities_11,1646881253.0,28800.0,742.0,8430198773.0
78.0,WALKING,118.0,19.584803,108.0,0.851,,vivosmart4APAC,696.85,819.0,133.0,5.495108999999999,208.0,3.033,1102_mr_activities_11,1646989620.0,28800.0,1108.0,8437064789.0
134.0,WALKING,141.0,17.921146,114.0,0.93,,vivosmart4APAC,792.15,852.0,155.0,10.064411999999999,130.0,1.656,1102_mr_activities_11,1647145884.0,28800.0,1162.0,8454428704.0
94.0,WALKING,142.0,16.4042,114.0,1.016,,vivosmart4APAC,591.91,582.0,151.0,10.759628999999999,122.0,1.5490000000000002,1102_mr_activities_11,1647146965.0,28800.0,856.0,8454428931.0
