awakeDurationInSeconds,date,deepSleepDurationInSeconds,durationInSeconds,lightSleepDurationInSeconds,id,remSleepInSeconds,startTimeInSeconds,startTimeOffsetInSeconds,summaryId,unmeasurableSleepInSeconds,validation
600.0,1017,60.0,33840.0,22980.0,1091_uty_sleeps_1,10800.0,1602612360.0,28800.0,x369fc6c-5f85ec88-8430,0.0,ENHANCED_TENTATIVE
900.0,1017,8580.0,24600.0,16020.0,1091_uty_sleeps_1,0.0,1602789960.0,28800.0,x369fc6c-5f88a248-6018,0.0,AUTO_FINAL
420.0,1017,4200.0,21900.0,17700.0,1091_uty_sleeps_1,0.0,1602873120.0,28800.0,x369fc6c-5f89e720-558c,0.0,AUTO_TENTATIVE
300.0,1017,0.0,26700.0,18120.0,1091_uty_sleeps_1,8580.0,1602698220.0,28800.0,x369fc6c-5f873bec-684c,0.0,ENHANCED_TENTATIVE
240.0,1017,900.0,25620.0,17160.0,1091_uty_sleeps_1,7560.0,1602789960.0,28800.0,x369fc6c-5f88a248-6414,0.0,ENHANCED_TENTATIVE
360.0,1017,960.0,26100.0,19080.0,1091_uty_sleeps_1,6060.0,1602873900.0,28800.0,x369fc6c-5f89ea2c-65f4,0.0,ENHANCED_TENTATIVE
240.0,1018,900.0,25620.0,17160.0,1091_uty_sleeps_1,7560.0,1602789960.0,28800.0,x369fc6c-5f88a248-6414,0.0,ENHANCED_TENTATIVE
0.0,1018,3840.0,16800.0,12960.0,1091_uty_sleeps_1,0.0,1602958980.0,28800.0,x369fc6c-5f8b3684-41a0,0.0,AUTO_TENTATIVE
300.0,1018,780.0,19860.0,12780.0,1091_uty_sleeps_1,6300.0,1602956760.0,28800.0,x369fc6c-5f8b2dd8-4d94,0.0,ENHANCED_TENTATIVE
180.0,1018,0.0,26640.0,18000.0,1091_uty_sleeps_1,8640.0,1602873480.0,28800.0,x369fc6c-5f89e888-6810,0.0,ENHANCED_TENTATIVE
300.0,1018,0.0,19920.0,13560.0,1091_uty_sleeps_1,6360.0,1602956700.0,28800.0,x369fc6c-5f8b2d9c-4dd0,0.0,ENHANCED_TENTATIVE
300.0,1019,6720.0,27960.0,21240.0,1091_uty_sleeps_1,0.0,1603044360.0,28800.0,x369fc6c-5f8c8408-6d38,0.0,AUTO_TENTATIVE
180.0,1019,0.0,26640.0,18000.0,1091_uty_sleeps_1,8640.0,1602873480.0,28800.0,x369fc6c-5f89e888-6810,0.0,ENHANCED_TENTATIVE
300.0,1019,0.0,19920.0,13560.0,1091_uty_sleeps_1,6360.0,1602956700.0,28800.0,x369fc6c-5f8b2d9c-4dd0,0.0,ENHANCED_TENTATIVE
60.0,1019,1560.0,28140.0,19860.0,1091_uty_sleeps_1,6720.0,1603044780.0,28800.0,x369fc6c-5f8c85ac-6dec,0.0,ENHANCED_TENTATIVE
300.0,1020,0.0,19920.0,13560.0,1091_uty_sleeps_1,6360.0,1602956700.0,28800.0,x369fc6c-5f8b2d9c-4dd0,0.0,ENHANCED_TENTATIVE
300.0,1020,4080.0,19380.0,15300.0,1091_uty_sleeps_1,0.0,1603131660.0,28800.0,x369fc6c-5f8dd90c-4bb4,0.0,AUTO_TENTATIVE
420.0,1020,0.0,21540.0,14100.0,1091_uty_sleeps_1,7440.0,1603129680.0,28800.0,x369fc6c-5f8dd150-5424,0.0,ENHANCED_TENTATIVE
60.0,1020,1440.0,28140.0,18300.0,1091_uty_sleeps_1,8400.0,1603044780.0,28800.0,x369fc6c-5f8c85ac-6dec,0.0,ENHANCED_TENTATIVE
180.0,1020,0.0,21960.0,15120.0,1091_uty_sleeps_1,6840.0,1603129560.0,28800.0,x369fc6c-5f8dd0d8-55c8,0.0,ENHANCED_TENTATIVE
360.0,1020,3720.0,9300.0,5580.0,1091_uty_sleeps_1,0.0,1603223700.0,28800.0,x369fc6c-5f8f4094-2454,0.0,AUTO_TENTATIVE
720.0,1021,5820.0,22560.0,16740.0,1091_uty_sleeps_1,0.0,1603223700.0,28800.0,x369fc6c-5f8f4094-5820,0.0,AUTO_TENTATIVE
180.0,1021,1680.0,23220.0,15300.0,1091_uty_sleeps_1,6240.0,1603224000.0,28800.0,x369fc6c-5f8f41c0-5ab4,0.0,ENHANCED_TENTATIVE
180.0,1021,0.0,21960.0,15120.0,1091_uty_sleeps_1,6840.0,1603129560.0,28800.0,x369fc6c-5f8dd0d8-55c8,0.0,ENHANCED_TENTATIVE
300.0,1021,180.0,27720.0,18660.0,1091_uty_sleeps_1,8880.0,1603223880.0,28800.0,x369fc6c-5f8f4148-6c48,0.0,ENHANCED_TENTATIVE
180.0,1022,0.0,21960.0,15120.0,1091_uty_sleeps_1,6840.0,1603129560.0,28800.0,x369fc6c-5f8dd0d8-55c8,0.0,ENHANCED_TENTATIVE
420.0,1022,4860.0,23340.0,18480.0,1091_uty_sleeps_1,0.0,1603307580.0,28800.0,x369fc6c-5f90883c-5b2c,0.0,AUTO_TENTATIVE
120.0,1022,0.0,24840.0,18060.0,1091_uty_sleeps_1,6780.0,1603307760.0,28800.0,x369fc6c-5f9088f0-6108,0.0,ENHANCED_TENTATIVE
300.0,1022,0.0,27780.0,19260.0,1091_uty_sleeps_1,8520.0,1603223820.0,28800.0,x369fc6c-5f8f410c-6c84,0.0,ENHANCED_TENTATIVE
240.0,1022,3660.0,10860.0,7200.0,1091_uty_sleeps_1,0.0,1603396320.0,28800.0,x369fc6c-5f91e2e0-2a6c,0.0,AUTO_TENTATIVE
720.0,1022,0.0,27300.0,15780.0,1091_uty_sleeps_1,11520.0,1603304700.0,28800.0,x369fc6c-5f907cfc-6aa4,0.0,ENHANCED_TENTATIVE
120.0,1022,0.0,11760.0,7440.0,1091_uty_sleeps_1,4320.0,1603396500.0,28800.0,x369fc6c-5f91e394-2df0,0.0,ENHANCED_TENTATIVE
180.0,1023,660.0,18420.0,12000.0,1091_uty_sleeps_1,5760.0,1603396500.0,28800.0,x369fc6c-5f91e394-47f4,0.0,ENHANCED_TENTATIVE
720.0,1023,0.0,27300.0,15780.0,1091_uty_sleeps_1,11520.0,1603304700.0,28800.0,x369fc6c-5f907cfc-6aa4,0.0,ENHANCED_TENTATIVE
300.0,1023,0.0,21180.0,13440.0,1091_uty_sleeps_1,7740.0,1603396440.0,28800.0,x369fc6c-5f91e358-52bc,0.0,ENHANCED_TENTATIVE
120.0,1024,5160.0,21600.0,16440.0,1091_uty_sleeps_1,0.0,1603478460.0,28800.0,x369fc6c-5f9323bc-5460,0.0,AUTO_TENTATIVE
120.0,1024,3000.0,23280.0,13200.0,1091_uty_sleeps_1,7080.0,1603478640.0,28800.0,x369fc6c-5f932470-5af0,0.0,ENHANCED_TENTATIVE
180.0,1024,1320.0,25800.0,15600.0,1091_uty_sleeps_1,8880.0,1603478580.0,28800.0,x369fc6c-5f932434-64c8,0.0,ENHANCED_TENTATIVE
300.0,1024,0.0,21180.0,13440.0,1091_uty_sleeps_1,7740.0,1603396440.0,28800.0,x369fc6c-5f91e358-52bc,0.0,ENHANCED_TENTATIVE
180.0,1024,420.0,25860.0,16080.0,1091_uty_sleeps_1,9360.0,1603478520.0,28800.0,x369fc6c-5f9323f8-6504,0.0,ENHANCED_TENTATIVE
300.0,1025,0.0,21180.0,13440.0,1091_uty_sleeps_1,7740.0,1603396440.0,28800.0,x369fc6c-5f91e358-52bc,0.0,ENHANCED_TENTATIVE
600.0,1025,6000.0,32520.0,26520.0,1091_uty_sleeps_1,0.0,1603560660.0,28800.0,x369fc6c-5f9464d4-7f08,0.0,AUTO_TENTATIVE
300.0,1025,1200.0,36480.0,19860.0,1091_uty_sleeps_1,15420.0,1603558020.0,28800.0,x369fc6c-5f945a84-8e80,0.0,ENHANCED_TENTATIVE
180.0,1025,0.0,25860.0,15600.0,1091_uty_sleeps_1,10260.0,1603478520.0,28800.0,x369fc6c-5f9323f8-6504,0.0,ENHANCED_TENTATIVE
420.0,1025,0.0,39480.0,24840.0,1091_uty_sleeps_1,14640.0,1603556760.0,28800.0,x369fc6c-5f945598-9a38,0.0,ENHANCED_TENTATIVE
0.0,1025,3060.0,9600.0,6540.0,1091_uty_sleeps_1,0.0,1603655760.0,28800.0,x369fc6c-5f95d850-2580,0.0,AUTO_TENTATIVE
3300.0,1026,5700.0,17400.0,11700.0,1091_uty_sleeps_1,0.0,1603655760.0,28800.0,x369fc6c-5f95d850-43f8,0.0,AUTO_TENTATIVE
420.0,1026,0.0,39480.0,24840.0,1091_uty_sleeps_1,14640.0,1603556760.0,28800.0,x369fc6c-5f945598-9a38,0.0,ENHANCED_TENTATIVE
3420.0,1026,780.0,17760.0,12180.0,1091_uty_sleeps_1,4800.0,1603655640.0,28800.0,x369fc6c-5f95d7d8-4560,0.0,ENHANCED_TENTATIVE
420.0,1027,0.0,39480.0,24840.0,1091_uty_sleeps_1,14640.0,1603556760.0,28800.0,x369fc6c-5f945598-9a38,0.0,ENHANCED_TENTATIVE
720.0,1027,12600.0,25920.0,13320.0,1091_uty_sleeps_1,0.0,1603730340.0,28800.0,x369fc6c-5f96fba4-6540,0.0,AUTO_TENTATIVE
480.0,1027,1380.0,30420.0,20820.0,1091_uty_sleeps_1,8220.0,1603728000.0,28800.0,x369fc6c-5f96f280-76d4,0.0,ENHANCED_TENTATIVE
3480.0,1027,1020.0,17700.0,12060.0,1091_uty_sleeps_1,4620.0,1603655640.0,28800.0,x369fc6c-5f95d7d8-4524,0.0,ENHANCED_TENTATIVE
600.0,1027,1560.0,33840.0,24000.0,1091_uty_sleeps_1,8280.0,1603728180.0,28800.0,x369fc6c-5f96f334-8430,0.0,ENHANCED_TENTATIVE
600.0,1028,1560.0,33840.0,24000.0,1091_uty_sleeps_1,8280.0,1603728180.0,28800.0,x369fc6c-5f96f334-8430,0.0,ENHANCED_TENTATIVE
3480.0,1028,1020.0,17700.0,12060.0,1091_uty_sleeps_1,4620.0,1603655640.0,28800.0,x369fc6c-5f95d7d8-4524,0.0,ENHANCED_TENTATIVE
180.0,1028,3960.0,19140.0,15180.0,1091_uty_sleeps_1,0.0,1603829220.0,28800.0,x369fc6c-5f987de4-4ac4,0.0,AUTO_TENTATIVE
120.0,1028,1980.0,19440.0,11160.0,1091_uty_sleeps_1,6300.0,1603829580.0,28800.0,x369fc6c-5f987f4c-4bf0,0.0,ENHANCED_TENTATIVE
540.0,1028,0.0,34080.0,24900.0,1091_uty_sleeps_1,9180.0,1603728000.0,28800.0,x369fc6c-5f96f280-8520,0.0,ENHANCED_TENTATIVE
240.0,1028,1260.0,23700.0,15660.0,1091_uty_sleeps_1,6780.0,1603829520.0,28800.0,x369fc6c-5f987f10-5c94,0.0,ENHANCED_TENTATIVE
540.0,1029,6600.0,22920.0,16320.0,1091_uty_sleeps_1,0.0,1603908900.0,28800.0,x369fc6c-5f99b524-5988,0.0,AUTO_TENTATIVE
240.0,1029,1260.0,23700.0,15660.0,1091_uty_sleeps_1,6780.0,1603829520.0,28800.0,x369fc6c-5f987f10-5c94,0.0,ENHANCED_TENTATIVE
240.0,1029,0.0,26160.0,15660.0,1091_uty_sleeps_1,10500.0,1603909200.0,28800.0,x369fc6c-5f99b650-6630,0.0,ENHANCED_TENTATIVE
240.0,1030,1260.0,23700.0,15660.0,1091_uty_sleeps_1,6780.0,1603829520.0,28800.0,x369fc6c-5f987f10-5c94,0.0,ENHANCED_TENTATIVE
540.0,1030,6000.0,24300.0,18300.0,1091_uty_sleeps_1,0.0,1603999500.0,28800.0,x369fc6c-5f9b170c-5eec,0.0,AUTO_TENTATIVE
180.0,1030,1020.0,25920.0,10080.0,1091_uty_sleeps_1,14820.0,1603999800.0,28800.0,x369fc6c-5f9b1838-6540,0.0,ENHANCED_TENTATIVE
240.0,1030,0.0,26160.0,15660.0,1091_uty_sleeps_1,10500.0,1603909200.0,28800.0,x369fc6c-5f99b650-6630,0.0,ENHANCED_TENTATIVE
180.0,1030,0.0,25980.0,9420.0,1091_uty_sleeps_1,16560.0,1603999740.0,28800.0,x369fc6c-5f9b17fc-657c,0.0,ENHANCED_TENTATIVE
240.0,1031,0.0,26160.0,15660.0,1091_uty_sleeps_1,10500.0,1603909200.0,28800.0,x369fc6c-5f99b650-6630,0.0,ENHANCED_TENTATIVE
180.0,1031,7020.0,21120.0,14100.0,1091_uty_sleeps_1,0.0,1604080860.0,28800.0,x369fc6c-5f9c54dc-5280,0.0,AUTO_TENTATIVE
180.0,1031,7020.0,21420.0,14400.0,1091_uty_sleeps_1,0.0,1604080560.0,28800.0,x369fc6c-5f9c53b0-53ac,0.0,AUTO_TENTATIVE
480.0,1031,0.0,29280.0,17700.0,1091_uty_sleeps_1,11580.0,1604079600.0,28800.0,x369fc6c-5f9c4ff0-7260,0.0,ENHANCED_TENTATIVE
180.0,1031,0.0,25980.0,9420.0,1091_uty_sleeps_1,16560.0,1603999740.0,28800.0,x369fc6c-5f9b17fc-657c,0.0,ENHANCED_TENTATIVE
420.0,1031,0.0,29340.0,18900.0,1091_uty_sleeps_1,10440.0,1604079600.0,28800.0,x369fc6c-5f9c4ff0-729c,0.0,ENHANCED_TENTATIVE
360.0,1018,0.0,19860.0,14160.0,1091_uty_sleeps_10,5700.0,1602529620.0,28800.0,x36aad28-5f84a954-4d94,0.0,ENHANCED_TENTATIVE
0.0,1018,2760.0,24480.0,21720.0,1091_uty_sleeps_10,0.0,1602706440.0,28800.0,x36aad28-5f875c08-5fa0,0.0,AUTO_FINAL
180.0,1018,0.0,25620.0,17520.0,1091_uty_sleeps_10,8100.0,1602622800.0,28800.0,x36aad28-5f861550-6414,0.0,ENHANCED_TENTATIVE
480.0,1018,4380.0,24600.0,20220.0,1091_uty_sleeps_10,0.0,1602791280.0,28800.0,x36aad28-5f88a770-6018,0.0,AUTO_FINAL
180.0,1018,5100.0,28560.0,23460.0,1091_uty_sleeps_10,0.0,1602880500.0,28800.0,x36aad28-5f8a03f4-6f90,0.0,AUTO_FINAL
360.0,1018,7740.0,23580.0,15840.0,1091_uty_sleeps_10,0.0,1602966180.0,28800.0,x36aad28-5f8b52a4-5c1c,0.0,AUTO_TENTATIVE
600.0,1018,0.0,32220.0,24720.0,1091_uty_sleeps_10,7500.0,1602701940.0,28800.0,x36aad28-5f874a74-7ddc,0.0,ENHANCED_TENTATIVE
240.0,1018,600.0,29040.0,20760.0,1091_uty_sleeps_10,7680.0,1602791640.0,28800.0,x36aad28-5f88a8d8-7170,0.0,ENHANCED_TENTATIVE
360.0,1018,0.0,36900.0,23640.0,1091_uty_sleeps_10,13260.0,1602873660.0,28800.0,x36aad28-5f89e93c-9024,0.0,ENHANCED_TENTATIVE
120.0,1018,2100.0,27120.0,17400.0,1091_uty_sleeps_10,7620.0,1602966600.0,28800.0,x36aad28-5f8b5448-69f0,0.0,ENHANCED_TENTATIVE
360.0,1019,0.0,36900.0,23640.0,1091_uty_sleeps_10,13260.0,1602873660.0,28800.0,x36aad28-5f89e93c-9024,0.0,ENHANCED_TENTATIVE
480.0,1019,10260.0,22980.0,12720.0,1091_uty_sleeps_10,0.0,1603043580.0,28800.0,x36aad28-5f8c80fc-59c4,0.0,AUTO_TENTATIVE
300.0,1019,0.0,25740.0,19680.0,1091_uty_sleeps_10,6060.0,1603042620.0,28800.0,x36aad28-5f8c7d3c-648c,0.0,ENHANCED_TENTATIVE
120.0,1019,720.0,27180.0,18120.0,1091_uty_sleeps_10,8340.0,1602966540.0,28800.0,x36aad28-5f8b540c-6a2c,0.0,ENHANCED_TENTATIVE
240.0,1019,0.0,25800.0,19380.0,1091_uty_sleeps_10,6420.0,1603042620.0,28800.0,x36aad28-5f8c7d3c-64c8,0.0,ENHANCED_TENTATIVE
120.0,1020,4020.0,20160.0,16140.0,1091_uty_sleeps_10,0.0,1603132440.0,28800.0,x36aad28-5f8ddc18-4ec0,0.0,AUTO_TENTATIVE
240.0,1020,0.0,27840.0,23100.0,1091_uty_sleeps_10,4740.0,1603127040.0,28800.0,x36aad28-5f8dc700-6cc0,0.0,ENHANCED_TENTATIVE
240.0,1020,0.0,27900.0,23220.0,1091_uty_sleeps_10,4680.0,1603127040.0,28800.0,x36aad28-5f8dc700-6cfc,0.0,ENHANCED_TENTATIVE
240.0,1020,0.0,27960.0,23220.0,1091_uty_sleeps_10,4740.0,1603127040.0,28800.0,x36aad28-5f8dc700-6d38,0.0,ENHANCED_TENTATIVE
240.0,1020,0.0,25800.0,19380.0,1091_uty_sleeps_10,6420.0,1603042620.0,28800.0,x36aad28-5f8c7d3c-64c8,0.0,ENHANCED_TENTATIVE
360.0,1020,0.0,28500.0,23400.0,1091_uty_sleeps_10,5100.0,1603127040.0,28800.0,x36aad28-5f8dc700-6f54,0.0,ENHANCED_TENTATIVE
360.0,1022,4560.0,23700.0,19140.0,1091_uty_sleeps_10,0.0,1603305720.0,28800.0,x36aad28-5f9080f8-5c94,0.0,AUTO_TENTATIVE
180.0,1022,0.0,28740.0,22260.0,1091_uty_sleeps_10,6480.0,1603303020.0,28800.0,x36aad28-5f90766c-7044,0.0,ENHANCED_TENTATIVE
180.0,1022,0.0,31200.0,23220.0,1091_uty_sleeps_10,7980.0,1603303020.0,28800.0,x36aad28-5f90766c-79e0,0.0,ENHANCED_TENTATIVE
180.0,1022,0.0,31140.0,23100.0,1091_uty_sleeps_10,8040.0,1603303080.0,28800.0,x36aad28-5f9076a8-79a4,0.0,ENHANCED_TENTATIVE
300.0,1023,4680.0,16140.0,11460.0,1091_uty_sleeps_10,0.0,1603396560.0,28800.0,x36aad28-5f91e3d0-3f0c,0.0,AUTO_TENTATIVE
240.0,1023,2940.0,19440.0,14280.0,1091_uty_sleeps_10,2220.0,1603396860.0,28800.0,x36aad28-5f91e4fc-4bf0,0.0,ENHANCED_TENTATIVE
180.0,1023,0.0,31140.0,23100.0,1091_uty_sleeps_10,8040.0,1603303080.0,28800.0,x36aad28-5f9076a8-79a4,0.0,ENHANCED_TENTATIVE
240.0,1023,2580.0,19500.0,14280.0,1091_uty_sleeps_10,2640.0,1603396800.0,28800.0,x36aad28-5f91e4c0-4c2c,0.0,ENHANCED_TENTATIVE
180.0,1024,0.0,31140.0,23100.0,1091_uty_sleeps_10,8040.0,1603303080.0,28800.0,x36aad28-5f9076a8-79a4,0.0,ENHANCED_TENTATIVE
660.0,1024,2820.0,15000.0,12180.0,1091_uty_sleeps_10,0.0,1603482000.0,28800.0,x36aad28-5f933190-3a98,0.0,AUTO_TENTATIVE
360.0,1024,2040.0,19680.0,13440.0,1091_uty_sleeps_10,4200.0,1603396800.0,28800.0,x36aad28-5f91e4c0-4ce0,0.0,ENHANCED_TENTATIVE
240.0,1024,1260.0,15360.0,11760.0,1091_uty_sleeps_10,2340.0,1603482360.0,28800.0,x36aad28-5f9332f8-3c00,0.0,ENHANCED_TENTATIVE
120.0,1016,3780.0,23580.0,16080.0,1091_uty_sleeps_13,3720.0,1602701700.0,28800.0,x36aae8c-5f874984-5c1c,0.0,ENHANCED_TENTATIVE
1020.0,1016,3000.0,27600.0,20100.0,1091_uty_sleeps_13,4500.0,1602789240.0,28800.0,x36aae8c-5f889f78-6bd0,0.0,ENHANCED_TENTATIVE
120.0,1017,3780.0,23580.0,16080.0,1091_uty_sleeps_13,3720.0,1602701700.0,28800.0,x36aae8c-5f874984-5c1c,0.0,ENHANCED_TENTATIVE
180.0,1017,2880.0,18480.0,15600.0,1091_uty_sleeps_13,0.0,1602880140.0,28800.0,x36aae8c-5f8a028c-4830,0.0,AUTO_TENTATIVE
1020.0,1017,3000.0,27600.0,20100.0,1091_uty_sleeps_13,4500.0,1602789240.0,28800.0,x36aae8c-5f889f78-6bd0,0.0,ENHANCED_TENTATIVE
180.0,1017,4260.0,24120.0,15420.0,1091_uty_sleeps_13,4440.0,1602874920.0,28800.0,x36aae8c-5f89ee28-5e38,0.0,ENHANCED_TENTATIVE
1020.0,1018,3000.0,27600.0,20100.0,1091_uty_sleeps_13,4500.0,1602789240.0,28800.0,x36aae8c-5f889f78-6bd0,0.0,ENHANCED_TENTATIVE
300.0,1018,5880.0,21300.0,15420.0,1091_uty_sleeps_13,0.0,1602963060.0,28800.0,x36aae8c-5f8b4674-5334,0.0,AUTO_TENTATIVE
480.0,1018,3840.0,22260.0,15060.0,1091_uty_sleeps_13,3360.0,1602962100.0,28800.0,x36aae8c-5f8b42b4-56f4,0.0,ENHANCED_TENTATIVE
900.0,1018,4380.0,35460.0,22680.0,1091_uty_sleeps_13,8400.0,1602874920.0,28800.0,x36aae8c-5f89ee28-8a84,0.0,ENHANCED_TENTATIVE
60.0,1018,4140.0,30540.0,21960.0,1091_uty_sleeps_13,4440.0,1602963060.0,28800.0,x36aae8c-5f8b4674-774c,0.0,ENHANCED_TENTATIVE
900.0,1019,4380.0,35460.0,22680.0,1091_uty_sleeps_13,8400.0,1602874920.0,28800.0,x36aae8c-5f89ee28-8a84,0.0,ENHANCED_TENTATIVE
60.0,1019,4260.0,30840.0,22200.0,1091_uty_sleeps_13,4380.0,1602963060.0,28800.0,x36aae8c-5f8b4674-7878,0.0,ENHANCED_TENTATIVE
720.0,1020,2580.0,22140.0,19560.0,1091_uty_sleeps_13,0.0,1603134240.0,28800.0,x36aae8c-5f8de320-567c,0.0,AUTO_TENTATIVE
300.0,1020,2820.0,22740.0,15000.0,1091_uty_sleeps_13,4920.0,1603136640.0,28800.0,x36aae8c-5f8dec80-58d4,0.0,ENHANCED_TENTATIVE
6480.0,1020,2520.0,44160.0,25440.0,1091_uty_sleeps_13,9960.0,1603108980.0,28800.0,x36aae8c-5f8d8074-ac80,6240.0,ENHANCED_TENTATIVE
6540.0,1020,2640.0,44160.0,24660.0,1091_uty_sleeps_13,10620.0,1603108920.0,28800.0,x36aae8c-5f8d8038-ac80,6240.0,ENHANCED_TENTATIVE
240.0,1021,1080.0,21540.0,20460.0,1091_uty_sleeps_13,0.0,1603227780.0,28800.0,x36aae8c-5f8f5084-5424,0.0,AUTO_TENTATIVE
6540.0,1021,2640.0,44160.0,24660.0,1091_uty_sleeps_13,10620.0,1603108920.0,28800.0,x36aae8c-5f8d8038-ac80,6240.0,ENHANCED_TENTATIVE
360.0,1021,1560.0,30300.0,21480.0,1091_uty_sleeps_13,7260.0,1603219380.0,28800.0,x36aae8c-5f8f2fb4-765c,0.0,ENHANCED_TENTATIVE
6540.0,1024,2640.0,44160.0,24660.0,1091_uty_sleeps_13,10620.0,1603108920.0,28800.0,x36aae8c-5f8d8038-ac80,6240.0,ENHANCED_TENTATIVE
420.0,1024,2820.0,19860.0,17040.0,1091_uty_sleeps_13,0.0,1603308060.0,28800.0,x36aae8c-5f908a1c-4d94,0.0,AUTO_FINAL
240.0,1024,5040.0,25020.0,19980.0,1091_uty_sleeps_13,0.0,1603399920.0,28800.0,x36aae8c-5f91f0f0-61bc,0.0,AUTO_FINAL
360.0,1024,3780.0,25860.0,16860.0,1091_uty_sleeps_13,5220.0,1603399680.0,28800.0,x36aae8c-5f91f000-6504,0.0,ENHANCED_TENTATIVE
540.0,1024,0.0,30600.0,19680.0,1091_uty_sleeps_13,10920.0,1603218900.0,28800.0,x36aae8c-5f8f2dd4-7788,0.0,ENHANCED_TENTATIVE
300.0,1024,1140.0,24540.0,14640.0,1091_uty_sleeps_13,8760.0,1603303920.0,28800.0,x36aae8c-5f9079f0-5fdc,0.0,ENHANCED_TENTATIVE
180.0,1026,5220.0,29880.0,24660.0,1091_uty_sleeps_13,0.0,1603650600.0,28800.0,x36aae8c-5f95c428-74b8,0.0,AUTO_TENTATIVE
1980.0,1026,2820.0,28920.0,20760.0,1091_uty_sleeps_13,5340.0,1603650840.0,28800.0,x36aae8c-5f95c518-70f8,0.0,ENHANCED_TENTATIVE
1980.0,1026,2160.0,30240.0,21660.0,1091_uty_sleeps_13,6420.0,1603649520.0,28800.0,x36aae8c-5f95bff0-7620,0.0,ENHANCED_TENTATIVE
540.0,1027,3540.0,19680.0,16140.0,1091_uty_sleeps_13,0.0,1603740780.0,28800.0,x36aae8c-5f97246c-4ce0,0.0,AUTO_FINAL
1740.0,1027,1800.0,30480.0,20940.0,1091_uty_sleeps_13,7740.0,1603649520.0,28800.0,x36aae8c-5f95bff0-7710,0.0,ENHANCED_TENTATIVE
180.0,1027,1560.0,19920.0,12540.0,1091_uty_sleeps_13,5820.0,1603740960.0,28800.0,x36aae8c-5f972520-4dd0,0.0,ENHANCED_TENTATIVE
240.0,1028,7140.0,27000.0,19860.0,1091_uty_sleeps_13,0.0,1603825920.0,28800.0,x36aae8c-5f987100-6978,0.0,AUTO_TENTATIVE
180.0,1028,1560.0,19920.0,12540.0,1091_uty_sleeps_13,5820.0,1603740960.0,28800.0,x36aae8c-5f972520-4dd0,0.0,ENHANCED_TENTATIVE
480.0,1028,2700.0,28740.0,19740.0,1091_uty_sleeps_13,6300.0,1603825260.0,28800.0,x36aae8c-5f986e6c-7044,0.0,ENHANCED_TENTATIVE
180.0,1029,1560.0,19920.0,12540.0,1091_uty_sleeps_13,5820.0,1603740960.0,28800.0,x36aae8c-5f972520-4dd0,0.0,ENHANCED_TENTATIVE
300.0,1029,5400.0,22680.0,17280.0,1091_uty_sleeps_13,0.0,1603910340.0,28800.0,x36aae8c-5f99bac4-5898,0.0,AUTO_TENTATIVE
240.0,1029,2400.0,29100.0,22500.0,1091_uty_sleeps_13,4200.0,1603825140.0,28800.0,x36aae8c-5f986df4-71ac,0.0,ENHANCED_TENTATIVE
180.0,1029,2520.0,22320.0,14520.0,1091_uty_sleeps_13,5280.0,1603910820.0,28800.0,x36aae8c-5f99bca4-5730,0.0,ENHANCED_TENTATIVE
300.0,1017,11520.0,18060.0,6540.0,1091_uty_sleeps_14,0.0,1602868620.0,28800.0,x369fe8d-5f89d58c-468c,0.0,AUTO_TENTATIVE
60.0,1017,0.0,18300.0,12060.0,1091_uty_sleeps_14,6180.0,1602695520.0,28800.0,x369fe8d-5f873160-477c,0.0,AUTO_MANUAL
900.0,1017,0.0,29040.0,16740.0,1091_uty_sleeps_14,12300.0,1602775320.0,28800.0,x369fe8d-5f886918-7170,0.0,ENHANCED_TENTATIVE
0.0,1017,1740.0,18300.0,12060.0,1091_uty_sleeps_14,4500.0,1602869100.0,28800.0,x369fe8d-5f89d76c-477c,0.0,ENHANCED_TENTATIVE
900.0,1019,0.0,29040.0,16740.0,1091_uty_sleeps_14,12300.0,1602775320.0,28800.0,x369fe8d-5f886918-7170,0.0,ENHANCED_TENTATIVE
540.0,1019,11100.0,21840.0,10740.0,1091_uty_sleeps_14,0.0,1602955080.0,28800.0,x369fe8d-5f8b2748-5550,0.0,AUTO_FINAL
600.0,1019,14100.0,30660.0,16560.0,1091_uty_sleeps_14,0.0,1603032420.0,28800.0,x369fe8d-5f8c5564-77c4,0.0,AUTO_TENTATIVE
0.0,1019,1380.0,18300.0,12780.0,1091_uty_sleeps_14,4140.0,1602869100.0,28800.0,x369fe8d-5f89d76c-477c,0.0,ENHANCED_TENTATIVE
0.0,1019,0.0,21960.0,16080.0,1091_uty_sleeps_14,5880.0,1602955560.0,28800.0,x369fe8d-5f8b2928-55c8,0.0,ENHANCED_TENTATIVE
360.0,1019,6540.0,20460.0,13920.0,1091_uty_sleeps_14,0.0,1603125180.0,28800.0,x369fe8d-5f8dbfbc-4fec,0.0,AUTO_TENTATIVE
240.0,1019,0.0,31380.0,22620.0,1091_uty_sleeps_14,8760.0,1603032480.0,28800.0,x369fe8d-5f8c55a0-7a94,0.0,ENHANCED_TENTATIVE
0.0,1019,0.0,20100.0,15720.0,1091_uty_sleeps_14,4380.0,1603125900.0,28800.0,x369fe8d-5f8dc28c-4e84,0.0,ENHANCED_TENTATIVE
0.0,1022,0.0,20100.0,15720.0,1091_uty_sleeps_14,4380.0,1603125900.0,28800.0,x369fe8d-5f8dc28c-4e84,0.0,ENHANCED_TENTATIVE
